Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2025-04-28,0.01911,0.01939,0.01863,0.01918,114971.0229,2025-05-04 23:59:59.999,2188.82108161,370322,58049.5316,1106.19717056,0
2025-05-05,0.01918,0.02498,0.01854,0.02415,376072.4306,2025-05-11 23:59:59.999,8264.06327312,944994,194184.5916,4257.5411815,0
2025-05-12,0.02415,0.02618,0.02247,0.02346,259940.7453,2025-05-18 23:59:59.999,6396.77981714,811219,130833.8859,3224.45201483,0
2025-05-19,0.02346,0.02455,0.02285,0.02341,218780.5312,2025-05-25 23:59:59.999,5174.17628419,676422,112224.1336,2655.28706317,0
2025-05-26,0.02341,0.02581,0.02319,0.02403,171392.9271,2025-06-01 23:59:59.999,4196.65154586,552772,83984.3476,2054.8304362,0
2025-06-02,0.02403,0.02541,0.02358,0.02374,200010.8636,2025-06-08 23:59:59.999,4884.63509332,488665,94255.0198,2303.24674186,0
2025-06-09,0.02374,0.02623,0.02347,0.02413,240782.6209,2025-06-15 23:59:59.999,5973.58393039,724878,114750.8341,2847.98623311,0
2025-06-16,0.02413,0.02472,0.02139,0.02206,224032.0998,2025-06-22 23:59:59.999,5226.3028373,715059,109551.3772,2562.10265411,0
2025-06-23,0.02206,0.02343,0.02194,0.02307,139348.9749,2025-06-29 23:59:59.999,3162.3968936,429667,79295.6815,1800.14714899,0
2025-06-30,0.02308,0.02395,0.02259,0.02354,93080.9333,2025-07-06 23:59:59.999,2167.5914811,278814,47478.2234,1106.54981339,0
2025-07-07,0.02354,0.02577,0.02327,0.02495,169948.6135,2025-07-13 23:59:59.999,4223.67778372,516076,91892.2984,2284.23907619,0
2025-07-14,0.02496,0.03221,0.02469,0.03203,391554.9981,2025-07-20 23:59:59.999,11205.71700743,1144357,197622.8441,5658.27064582,0
2025-07-21,0.03203,0.0325,0.02995,0.03243,325214.5379,2025-07-27 23:59:59.999,10227.40306485,1029716,163547.8,5146.73980576,0
2025-07-28,0.03243,0.03302,0.02997,0.03063,195716.7546,2025-08-03 23:59:59.999,6211.34112404,745265,99287.55,3158.83453765,0
2025-08-04,0.03062,0.0371,0.03059,0.03563,252180.734,2025-08-10 23:59:59.999,8553.18834865,968735,128159.3192,4352.23518361,0
2025-08-11,0.03562,0.03946,0.03467,0.0381,402813.9206,2025-08-17 23:59:59.999,15209.11149202,1511845,201725.2822,7611.24206286,0
2025-08-18,0.03809,0.04327,0.03607,0.04211,273216.3457,2025-08-24 23:59:59.999,10763.82417171,1458167,139144.2651,5482.3674941,0
2025-08-25,0.04212,0.0423,0.03928,0.04058,251112.047,2025-08-31 23:59:59.999,10211.56953296,1183796,114536.5636,4652.91746272,0
2025-09-01,0.04057,0.04097,0.0385,0.03874,137627.2613,2025-09-07 23:59:59.999,5414.11932865,659360,67091.0177,2639.76479799,0
2025-09-08,0.03874,0.0411,0.038,0.03994,125373.0895,2025-09-14 23:59:59.999,4923.46326918,675622,62921.6929,2472.34205808,0
2025-09-15,0.03994,0.04028,0.03821,0.03858,90605.0125,2025-09-21 23:59:59.999,3535.61951421,551861,39963.5594,1558.87122155,0
2025-09-22,0.03857,0.03863,0.03516,0.03693,147445.055,2025-09-28 23:59:59.999,5401.9747839,707635,69189.5919,2532.32829573,0
2025-09-29,0.03693,0.03785,0.03608,0.03656,138834.9424,2025-10-05 23:59:59.999,5104.22351482,790644,55998.7656,2061.43608163,0
2025-10-06,0.03656,0.03812,0.03194,0.03612,307979.0254,2025-10-12 23:59:59.999,10770.16317542,1472061,151810.4014,5309.5028088,0
2025-10-13,0.03611,0.03714,0.03528,0.03666,170305.5863,2025-10-19 23:59:59.999,6159.47405855,833098,83451.689,3019.9933643,0
2025-10-20,0.03666,0.03672,0.03476,0.0363,125009.5802,2025-10-26 23:59:59.999,4453.6315209,539010,65406.8239,2330.0529945,0
2025-10-27,0.03631,0.03698,0.03457,0.03534,121280.163,2025-11-02 23:59:59.999,4318.94903186,584402,56349.7394,2004.68189908,0
2025-11-03,0.03534,0.03537,0.0309,0.03422,209360.6239,2025-11-09 23:59:59.999,6951.86976704,930344,106149.1157,3527.71747234,0
2025-11-10,0.03422,0.03442,0.03212,0.03285,153788.2185,2025-11-16 23:59:59.999,5110.40239358,806459,81214.6883,2701.24637353,0
2025-11-17,0.03284,0.03393,0.03213,0.03227,294328.4963,2025-11-23 23:59:59.999,9655.95133435,1019789,166335.0333,5457.2710064,0
2025-11-24,0.03228,0.03398,0.03209,0.0331,183756.9829,2025-11-30 23:59:59.999,6104.20301114,517827,96853.1447,3217.83251853,0
2025-12-01,0.0331,0.0346,0.03217,0.03386,251800.7437,2025-12-07 23:59:59.999,8395.06954451,744072,127768.6248,4259.90865768,0
2025-12-08,0.03386,0.03687,0.03381,0.03474,173601.3475,2025-12-14 23:59:59.999,6094.20329755,595145,91845.8906,3226.55580576,0
2025-12-15,0.03473,0.0353,0.03264,0.03349,112587.123,2025-12-21 23:59:59.999,3807.88017051,368432,51694.1584,1746.96685901,0
