Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
2024-05-13,61454.0,67751.09,60739.18,66266.3,7285.80335,2024-05-19 23:59:59.999,470981094.96202624,654738,3664.80375,236614237.3582548,0
2024-05-20,66262.0,72000.0,66066.29,68476.02,7043.77789,2024-05-26 23:59:59.999,487279343.4993045,867500,3648.63526,252652508.96692407,0
2024-05-27,68476.01,70612.18,66604.0,67731.99,4501.08312,2024-06-02 23:59:59.999,306961257.10195553,564816,2273.183,154983276.6173907,0
2024-06-03,67731.98,71990.0,67576.54,69636.26,6583.12485,2024-06-09 23:59:59.999,463243388.5845517,611909,3287.97302,231266341.1658666,0
2024-06-10,69636.26,70177.68,65032.0,66636.54,8079.6535,2024-06-16 23:59:59.999,545875190.3398372,987796,4301.34181,290530057.9372244,0
2024-06-17,66636.54,67251.99,63136.84,63167.97,8106.8922,2024-06-23 23:59:59.999,527206970.7497929,870462,4275.82053,277855367.68999046,0
2024-06-24,63175.36,63336.63,58416.86,62684.0,11235.6247,2024-06-30 23:59:59.999,687961429.1280624,997145,5996.97883,367080896.37222606,0
2024-07-01,62683.85,63819.01,53417.77,55860.01,17019.0467,2024-07-07 23:59:59.999,992455538.8883773,1637844,7898.51477,461456617.2521282,0
2024-07-08,55860.0,61439.97,54117.5,60811.99,15727.63623,2024-07-14 23:59:59.999,909522893.2141635,1837387,7947.22141,459570297.8090688,0
2024-07-15,60812.0,68392.0,60675.67,68174.0,21286.22123,2024-07-21 23:59:59.999,1382645655.6869657,3631180,9891.89883,642334145.9977856,0
2024-07-22,68174.01,69415.69,63440.01,68248.0,16553.09826,2024-07-28 23:59:59.999,1106699311.2646945,1946237,8375.29867,559740901.0515759,0
2024-07-29,68248.01,70052.0,57120.0,58134.0,22114.12266,2024-08-04 23:59:59.999,1416873508.4886515,1968985,10894.84634,698449599.0573484,0
2024-08-05,58139.99,62887.5,49001.0,58723.25,33301.55229,2024-08-11 23:59:59.999,1859217861.6960125,2306977,16153.302,902648469.6774323,0
2024-08-12,58724.0,61844.14,56127.11,58434.36,18597.30897,2024-08-18 23:59:59.999,1098186642.026638,1243757,10445.42257,615946166.3303522,0
2024-08-19,58434.36,65087.87,57816.39,64270.0,17742.17117,2024-08-25 23:59:59.999,1089870745.478148,1293289,7895.26441,484970413.97929513,0
